request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_181,374.32,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 5059.2 by the desired completion date or within the 90-day forecast. At most 374.32 is safe today while keeping the protected minimum balance of 2000.
request_182,39017.7,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 65714 by the desired completion date or within the 90-day forecast. At most 39017.7 is safe today while keeping the protected minimum balance of 31100.
request_183,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_184,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_185,513.21,affordable_later,wait,2025-12-17:1257.3,2025-12-17,none,"Full payment of 1257.3 becomes safe on 2025-12-17, before the deadline 2026-01-15, and keeps the balance at or above 1300."
request_186,12648.39,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 26554 by the desired completion date or within the 90-day forecast. At most 12648.39 is safe today while keeping the protected minimum balance of 22000.
request_187,44872.87,affordable_later,wait,2024-10-17:187500,2024-10-17,none,"Full payment of 187500 becomes safe on 2024-10-17, before the deadline 2024-11-15, and keeps the balance at or above 128300."
request_188,196.08,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 2464 by the desired completion date or within the 90-day forecast. At most 196.08 is safe today while keeping the protected minimum balance of 900.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Paying 488.4 in full today keeps the balance at or above 400 through 2026-10-02.
request_190,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 2557.5 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 1600.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Paying 664.4 in full today keeps the balance at or above 500 through 2025-08-01.
request_192,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 2046 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 1000.
request_193,132.55,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-18,none,"Use payment option payment_option_549: 3 payments of 420.23 starting 2024-03-21, total 1260.69, completing 2024-05-22 while keeping at least 1000."
request_194,38836.73,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 132800 by the desired completion date or within the 90-day forecast. At most 38836.73 is safe today while keeping the protected minimum balance of 113600.
request_195,1090.44,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1170.4 by the desired completion date or within the 90-day forecast. At most 1090.44 is safe today while keeping the protected minimum balance of 700.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Paying 762.3 in full today keeps the balance at or above 500 through 2024-09-01.
request_197,35630941.5,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 50939000 by the desired completion date or within the 90-day forecast. At most 35630941.5 is safe today while keeping the protected minimum balance of 26245900.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Paying 185800 in full today keeps the balance at or above 124300 through 2026-10-05.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use payment option payment_option_569: 3 payments of 8206986.67 starting 2024-09-07, total 24620960.01, completing 2024-11-08 while keeping at least 25359500."
request_200,4828511.1,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 21717000 by the desired completion date or within the 90-day forecast. At most 4828511.1 is safe today while keeping the protected minimum balance of 20114600.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Paying 23997000 in full today keeps the balance at or above 17304500 through 2026-07-02.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Paying 123900 in full today keeps the balance at or above 147800 through 2025-03-05.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use payment option payment_option_583: 3 payments of 499.93 starting 2025-05-10, total 1499.79, completing 2025-07-05 while keeping at least 1400."
request_204,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 588.74 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 1300.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Paying 10621000 in full today keeps the balance at or above 13994300 through 2024-06-04.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use payment option payment_option_592: 3 payments of 486.96 starting 2025-08-03, total 1460.88, completing 2025-09-28 while keeping at least 900."
request_207,6737.41,affordable_later,wait,2026-07-16:11830,2026-07-16,none,"Full payment of 11830 becomes safe on 2026-07-16, before the deadline 2026-07-24, and keeps the balance at or above 13600."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Paying 4413000 in full today keeps the balance at or above 10470700 through 2024-09-05.
request_209,2188.23,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 56914 by the desired completion date or within the 90-day forecast. At most 2188.23 is safe today while keeping the protected minimum balance of 18400.
request_210,1077.16,affordable_with_plan,partial_payment,2026-04-06:1077.16|2026-04-16:282.86,2026-04-16,none,"Pay 1077.16 today and 282.86 on 2026-04-16; the balance stays at or above 2000 throughout, and the request completes by 2026-06-23."
request_211,416.39,affordable_later,wait,2024-10-17:1788.6,2024-10-17,none,"Full payment of 1788.6 becomes safe on 2024-10-17, before the deadline 2024-11-15, and keeps the balance at or above 1500."
request_212,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 71934000 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 29579800.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use payment option payment_option_610: 3 payments of 1165.63 starting 2026-01-21, total 3496.89, completing 2026-03-22 while keeping at least 2100."
request_214,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use payment option payment_option_616: 3 payments of 10395.15 starting 2025-05-09, total 31185.45, completing 2025-07-04 while keeping at least 15700."
request_216,596.76,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 3332.4 by the desired completion date or within the 90-day forecast. At most 596.76 is safe today while keeping the protected minimum balance of 1800.
request_217,5182.94,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 37180 by the desired completion date or within the 90-day forecast. At most 5182.94 is safe today while keeping the protected minimum balance of 26800.
request_218,28753921.45,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-16,none,"Use payment option payment_option_625: 3 payments of 21195893.33 starting 2025-08-07, total 63587679.99, completing 2025-10-02 while keeping at least 34477200."
request_219,1101.57,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1673.1 by the desired completion date or within the 90-day forecast. At most 1101.57 is safe today while keeping the protected minimum balance of 1100.
request_220,288.08,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 3118.5 by the desired completion date or within the 90-day forecast. At most 288.08 is safe today while keeping the protected minimum balance of 1100.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Paying 109800 in full today keeps the balance at or above 81500 through 2026-02-01.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Paying 34078 in full today keeps the balance at or above 27300 through 2026-04-05.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Paying 898.7 in full today keeps the balance at or above 800 through 2024-12-06.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use payment option payment_option_645: 2 payments of 5370040 starting 2025-02-04, total 10740080, completing 2025-03-04 while keeping at least 22187600."
request_225,12021650.36,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-17,none,"Use payment option payment_option_647: 3 payments of 7647120 starting 2026-07-20, total 22941360, completing 2026-09-18 while keeping at least 17670700."
request_226,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 157000 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 209400.
request_227,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 259700 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 62900.
request_228,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 63327000 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 26191200.
request_229,547.14,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-18,none,"Use payment option payment_option_659: 3 payments of 529.29 starting 2024-03-18, total 1587.87, completing 2024-05-19 while keeping at least 1000."
request_230,752.35,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 3537.6 by the desired completion date or within the 90-day forecast. At most 752.35 is safe today while keeping the protected minimum balance of 2000.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use payment option payment_option_666: 3 payments of 12378.08 starting 2026-01-06, total 37134.24, completing 2026-03-07 while keeping at least 24300."
request_232,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1970.1 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 2400.
request_233,1360400.5,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 6241000 by the desired completion date or within the 90-day forecast. At most 1360400.5 is safe today while keeping the protected minimum balance of 10365700.
request_234,318.66,affordable_later,wait,2026-08-17:1213.3,2026-08-17,none,"Full payment of 1213.3 becomes safe on 2026-08-17, before the deadline 2026-09-15, and keeps the balance at or above 700."
request_235,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_236,6842131.84,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 52383000 by the desired completion date or within the 90-day forecast. At most 6842131.84 is safe today while keeping the protected minimum balance of 16768600.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Paying 23826000 in full today keeps the balance at or above 22431500 through 2026-07-04.
request_238,137.1,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 663.6 by the desired completion date or within the 90-day forecast. At most 137.1 is safe today while keeping the protected minimum balance of 700.
request_239,376.34,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 642 by the desired completion date or within the 90-day forecast. At most 376.34 is safe today while keeping the protected minimum balance of 600.
request_240,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 101200 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 52800.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use payment option payment_option_695: 3 payments of 7298026.67 starting 2024-03-17, total 21894080.01, completing 2024-05-18 while keeping at least 19252000."
request_242,77.15,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1966.8 by the desired completion date or within the 90-day forecast. At most 77.15 is safe today while keeping the protected minimum balance of 600.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Paying 17468 in full today keeps the balance at or above 19900 through 2026-10-05.
request_244,48127.58,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 49918 by the desired completion date or within the 90-day forecast. At most 48127.58 is safe today while keeping the protected minimum balance of 45900.
request_245,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use payment option payment_option_710: 3 payments of 22216.48 starting 2026-04-03, total 66649.44, completing 2026-06-02 while keeping at least 39300."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Paying 1059.3 in full today keeps the balance at or above 1300 through 2024-12-04.
request_248,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1965.6 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 1300.
request_249,206.88,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 643.2 by the desired completion date or within the 90-day forecast. At most 206.88 is safe today while keeping the protected minimum balance of 600.
request_250,17404.9,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 124278 by the desired completion date or within the 90-day forecast. At most 17404.9 is safe today while keeping the protected minimum balance of 35300.
request_251,1400.24,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 1513.6 by the desired completion date or within the 90-day forecast. At most 1400.24 is safe today while keeping the protected minimum balance of 1300.
request_252,6643701.89,affordable_later,wait,2026-08-17:28082000,2026-08-17,none,"Full payment of 28082000 becomes safe on 2026-08-17, before the deadline 2026-09-15, and keeps the balance at or above 15152200."
request_253,1627.16,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-18,none,"Use payment option payment_option_729: 3 payments of 984.6 starting 2024-03-21, total 2953.8, completing 2024-05-22 while keeping at least 2300."
request_254,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 3535.2 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 2500.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Paying 3345000 in full today keeps the balance at or above 9813900 through 2026-07-05.
request_256,180151.05,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 218700 by the desired completion date or within the 90-day forecast. At most 180151.05 is safe today while keeping the protected minimum balance of 168600.
request_257,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Paying 1113.6 in full today keeps the balance at or above 500 through 2026-04-07.
request_259,482.9,affordable_later,wait,2024-10-17:935,2024-10-17,none,"Full payment of 935 becomes safe on 2024-10-17, before the deadline 2024-11-15, and keeps the balance at or above 600."
request_260,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Paying 1830.4 in full today keeps the balance at or above 1500 through 2026-10-01.
request_262,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 9236000 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 31018500.
request_263,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_264,26798.22,affordable_later,wait,2026-05-17:111300,2026-05-17,none,"Full payment of 111300 becomes safe on 2026-05-17, before the deadline 2026-06-15, and keeps the balance at or above 59500."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Paying 45970 in full today keeps the balance at or above 189700 through 2024-06-04.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use payment option payment_option_764: 3 payments of 324.13 starting 2025-08-03, total 972.39, completing 2025-09-28 while keeping at least 900."
request_267,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-17,none,"Use payment option payment_option_770: 3 payments of 841.22 starting 2024-06-14, total 2523.66, completing 2024-08-15 while keeping at least 1400."
request_269,5567.13,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 15490 by the desired completion date or within the 90-day forecast. At most 5567.13 is safe today while keeping the protected minimum balance of 23100.
request_270,52.61,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 3028.8 by the desired completion date or within the 90-day forecast. At most 52.61 is safe today while keeping the protected minimum balance of 1400.
request_271,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 91300 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 58200.
request_272,0,not_affordable,not_recommended,none,,none,No safe accepted payment completes the request for 13585000 by the desired completion date or within the 90-day forecast. At most 0 is safe today while keeping the protected minimum balance of 7508600.
request_273,10743745.89,affordable_with_plan,partial_payment,2026-04-07:10743745.89|2026-04-16:5117254.11,2026-04-16,none,"Pay 10743745.89 today and 5117254.11 on 2026-04-16; the balance stays at or above 18774600 throughout, and the request completes by 2026-06-15."
request_274,0,not_affordable,not_recommended,none,,none,"Verification failed closed: the recommended plan did not pass the deterministic safety replay, so no payment is approved."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Paying 15884000 in full today keeps the balance at or above 12760100 through 2025-08-04.
